diagnosisId,itemType,sectionId,sectionTitle,itemId,itemText,scaleMin,scaleMax,scoreDirection,weight,notes
gainge_mgmt,rating,가치_실천,가치 실천,G01,우리 회사는 핵심가치가 실천되고 있다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,가치_실천,가치 실천,G02,우리는 회사 밖에서도 사람들에게 사명이나 비전을 자랑한다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,가치_실천,가치 실천,G03,나는 우리 회사의 사명이나 비전을 말할 수 있다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,가치_실천,가치 실천,G04,우리 회사의 업무 시간은 회사의 비전 달성을 위해 사용되고 있다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,리더십_신뢰,리더십 신뢰,G05,우리 회사의 구성원들은 리더들의 의사결정을 신뢰한다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,리더십_신뢰,리더십 신뢰,G06,우리는 리더들을 존경한다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,가치_실천,가치 실천,G07,우리는 우리 회사가 사회에 꼭 필요하다고 믿고 있다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,가치_실천,가치 실천,G08,우리는 고객에 대하여 자부심을 가지고 일하고 있다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,가치_실천,가치 실천,G09,우리는 사회에 공헌하기 위해 별도의 시간과 돈을 사용하고 있다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,가치_실천,가치 실천,G10,우리 회사는 구성원들이 참여하여 매년 꾸준히 해 오고 있는 사회공헌 활동이 있다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,리더십_신뢰,리더십 신뢰,G11,우리의 리더들은 조직의 사명이나 비전에 대해서 자주 이야기한다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,리더십_신뢰,리더십 신뢰,G12,우리 회사의 리더들은 리더로서 헌신하고 있다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,문화_만족,문화 만족,G13,우리는 리더들에게 개인적인 고민을 나눌 수 있다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,문화_만족,문화 만족,G14,우리는 각자의 가정이 건강하게 유지되고 있다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,문화_만족,문화 만족,G15,회사 내에 개인적인 고민을 나누는 사람들이 있다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,문화_만족,문화 만족,G16,우리는 서로를 격려하고 지지하고 있다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,리더십_신뢰,리더십 신뢰,G17,우리 회사는 실무자들도 의사결정에 참여한다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,리더십_신뢰,리더십 신뢰,G18,우리는 회사의 주요 의사결정에 대해 이해하고 있다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,문화_만족,문화 만족,G19,우리에게는 자랑하고 싶은 문화가 있다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,문화_만족,문화 만족,G20,우리가 자부심을 느끼는 사례가 계속 생기고 있다.,1,5,higher_is_better,1,Major: 가치경영
gainge_mgmt,rating,인재_양성,인재 양성,G21,우리 회사는 구성원들의 성장로드맵이 제시되어 있다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,인재_양성,인재 양성,G22,나를 포함한 회사의 구성원들에게는 도전적인 일들이 부여되고 있다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,인재_양성,인재 양성,G23,우리 리더들은 구성원들의 강약점을 잘 알고 있다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,인재_양성,인재 양성,G24,우리는 각자가 성과를 내는 자신의 방식을 알고 있다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,인재_양성,인재 양성,G25,우리 회사는 필요한 교육이 제때에 이루어진다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,인재_양성,인재 양성,G26,우리 회사의 교육은 성과를 내는 데 도움이 된다.,1,5,higher_is_better,1,Major: 인재경영
gainge_mgmt,rating,인재_배치,인재 배치,G27,우리 조직은 역량이 있는 사람이 먼저 승진한다.,1,5,higher_is_better,1,Major: 인재경영
